N,role,query_id,prefix,known_owners,winner,winner_is_any_owner
19,H_fit,T046,15,[7],12,False
19,H_fit,T046,16,[7],12,False
19,H_fit,T046,17,[7],12,False
19,H_fit,T046,18,[7],12,False
19,H_fit,T046,19,[7],12,False
19,H_fit,T020,8,[8],8,True
19,H_fit,T020,9,[8],8,True
19,H_fit,T020,10,[8],8,True
19,H_fit,T020,11,[8],8,True
19,H_fit,T020,12,[8],8,True
19,H_fit,T020,13,[8],13,False
19,H_fit,T020,14,[8],13,False
19,H_fit,T020,15,[8],13,False
19,H_fit,T020,16,[8],13,False
19,H_fit,T020,17,[8],13,False
19,H_fit,T020,18,[8],13,False
19,H_fit,T020,19,[8],13,False
19,H_fit,T038,9,[9],8,False
19,H_fit,T038,10,[9],8,False
19,H_fit,T038,11,[9],11,False
19,H_fit,T038,12,[9],11,False
19,H_fit,T038,13,[9],13,False
19,H_fit,T038,14,"[9, 14]",13,False
19,H_fit,T038,15,"[9, 14]",13,False
19,H_fit,T038,16,"[9, 14]",13,False
19,H_fit,T038,17,"[9, 14]",13,False
19,H_fit,T038,18,"[9, 14]",13,False
19,H_fit,T038,19,"[9, 14, 19]",13,False
19,H_fit,T003,10,[10],8,False
19,H_fit,T003,11,[10],11,False
19,H_fit,T003,12,[10],11,False
19,H_fit,T003,13,[10],13,False
19,H_fit,T003,14,[10],13,False
19,H_fit,T003,15,[10],13,False
19,H_fit,T003,16,[10],13,False
19,H_fit,T003,17,[10],13,False
19,H_fit,T003,18,[10],13,False
19,H_fit,T003,19,[10],13,False
19,H_fit,T011,11,[11],9,False
19,H_fit,T011,12,[11],9,False
19,H_fit,T011,13,[11],13,False
19,H_fit,T011,14,[11],13,False
19,H_fit,T011,15,[11],13,False
19,H_fit,T011,16,[11],13,False
19,H_fit,T011,17,[11],13,False
19,H_fit,T011,18,[11],13,False
19,H_fit,T011,19,[11],13,False
19,H_fit,T051,12,[12],8,False
19,H_fit,T051,13,[12],13,False
19,H_fit,T051,14,[12],13,False
19,H_fit,T051,15,[12],13,False
19,H_fit,T051,16,[12],13,False
19,H_fit,T051,17,[12],13,False
19,H_fit,T051,18,[12],13,False
19,H_fit,T051,19,[12],13,False
19,H_fit,T027,13,[13],13,True
19,H_fit,T027,14,[13],13,True
19,H_fit,T027,15,[13],13,True
19,H_fit,T027,16,[13],13,True
19,H_fit,T027,17,[13],13,True
19,H_fit,T027,18,[13],13,True
19,H_fit,T027,19,[13],13,True
19,H_fit,T019,16,[16],13,False
19,H_fit,T019,17,[16],13,False
19,H_fit,T019,18,[16],13,False
19,H_fit,T019,19,[16],13,False
19,H_fit,T049,17,[17],11,False
19,H_fit,T049,18,[17],11,False
19,H_fit,T049,19,[17],11,False
19,U_fit,T034,1,[1],0,False
19,U_fit,T034,2,[1],2,False
19,U_fit,T034,3,[1],3,False
19,U_fit,T034,4,[1],3,False
19,U_fit,T034,5,[1],3,False
19,U_fit,T034,6,[1],3,False
19,U_fit,T034,7,[1],7,False
19,U_fit,T034,8,[1],7,False
19,U_fit,T034,9,[1],7,False
19,U_fit,T034,10,[1],7,False
19,U_fit,T034,11,[1],7,False
19,U_fit,T034,12,[1],7,False
19,U_fit,T034,13,[1],7,False
19,U_fit,T034,14,[1],7,False
19,U_fit,T034,15,[1],7,False
19,U_fit,T034,16,[1],7,False
19,U_fit,T034,17,[1],7,False
19,U_fit,T034,18,[1],7,False
19,U_fit,T034,19,[1],7,False
19,U_fit,T022,2,[2],1,False
19,U_fit,T022,3,[2],1,False
19,U_fit,T022,4,[2],1,False
19,U_fit,T022,5,[2],1,False
19,U_fit,T022,6,[2],6,False
19,U_fit,T022,7,[2],6,False
19,U_fit,T022,8,[2],6,False
19,U_fit,T022,9,[2],6,False
19,U_fit,T022,10,[2],6,False
19,U_fit,T022,11,[2],6,False
19,U_fit,T022,12,[2],12,False
19,U_fit,T022,13,[2],12,False
19,U_fit,T022,14,[2],12,False
19,U_fit,T022,15,[2],12,False
19,U_fit,T022,16,[2],12,False
19,U_fit,T022,17,[2],12,False
19,U_fit,T022,18,[2],12,False
19,U_fit,T022,19,[2],12,False
19,U_fit,T044,3,[3],0,False
19,U_fit,T044,4,[3],0,False
19,U_fit,T044,5,[3],0,False
19,U_fit,T044,6,[3],0,False
19,U_fit,T044,7,[3],0,False
19,U_fit,T044,8,[3],8,False
19,U_fit,T044,9,[3],8,False
19,U_fit,T044,10,[3],8,False
19,U_fit,T044,11,[3],8,False
19,U_fit,T044,12,[3],8,False
19,U_fit,T044,13,[3],8,False
19,U_fit,T044,14,[3],8,False
19,U_fit,T044,15,[3],8,False
19,U_fit,T044,16,[3],8,False
19,U_fit,T044,17,[3],8,False
19,U_fit,T044,18,[3],8,False
19,U_fit,T044,19,[3],8,False
19,U_fit,T006,4,[4],1,False
19,U_fit,T006,5,[4],1,False
19,U_fit,T006,6,[4],0,False
19,U_fit,T006,7,[4],0,False
19,U_fit,T006,8,[4],8,False
19,U_fit,T006,9,[4],8,False
19,U_fit,T006,10,[4],8,False
19,U_fit,T006,11,[4],11,False
19,U_fit,T006,12,[4],11,False
19,U_fit,T006,13,[4],11,False
19,U_fit,T006,14,[4],11,False
19,U_fit,T006,15,[4],11,False
19,U_fit,T006,16,[4],11,False
19,U_fit,T006,17,[4],11,False
19,U_fit,T006,18,[4],11,False
19,U_fit,T006,19,[4],11,False
19,U_fit,T014,5,[5],3,False
19,U_fit,T014,6,[5],3,False
19,U_fit,T014,7,[5],7,False
19,U_fit,T014,8,[5],7,False
19,U_fit,T014,9,[5],7,False
19,U_fit,T014,10,[5],7,False
19,U_fit,T014,11,[5],7,False
19,U_fit,T014,12,[5],7,False
19,U_fit,T014,13,[5],7,False
19,U_fit,T014,14,[5],7,False
19,U_fit,T014,15,[5],7,False
19,U_fit,T014,16,[5],7,False
19,U_fit,T014,17,[5],7,False
19,U_fit,T014,18,[5],7,False
19,U_fit,T014,19,[5],7,False
19,U_fit,T005,6,[6],6,True
19,U_fit,T005,7,[6],6,True
19,U_fit,T005,8,[6],8,False
19,U_fit,T005,9,[6],9,False
19,U_fit,T005,10,[6],9,False
19,U_fit,T005,11,[6],9,False
19,U_fit,T005,12,[6],9,False
19,U_fit,T005,13,[6],13,False
19,U_fit,T005,14,[6],13,False
19,U_fit,T005,15,[6],13,False
19,U_fit,T005,16,[6],13,False
19,U_fit,T005,17,[6],13,False
19,U_fit,T005,18,[6],13,False
19,U_fit,T005,19,[6],13,False
19,U_fit,T007,7,[7],6,False
19,U_fit,T007,8,[7],8,False
19,U_fit,T007,9,[7],8,False
19,U_fit,T007,10,[7],8,False
19,U_fit,T007,11,[7],11,False
19,U_fit,T007,12,[7],11,False
19,U_fit,T007,13,[7],11,False
19,U_fit,T007,14,[7],11,False
19,U_fit,T007,15,[7],11,False
19,U_fit,T007,16,"[7, 16]",11,False
19,U_fit,T007,17,"[7, 16]",11,False
19,U_fit,T007,18,"[7, 16]",11,False
19,U_fit,T007,19,"[7, 16]",11,False
19,U_fit,T001,8,[8],7,False
19,U_fit,T001,9,[8],7,False
19,U_fit,T001,10,[8],7,False
19,U_fit,T001,11,[8],7,False
19,U_fit,T001,12,[8],7,False
19,U_fit,T001,13,[8],7,False
19,U_fit,T001,14,"[8, 14]",7,False
19,U_fit,T001,15,"[8, 14]",7,False
19,U_fit,T001,16,"[8, 14]",7,False
19,U_fit,T001,17,"[8, 14]",7,False
19,U_fit,T001,18,"[8, 14]",7,False
19,U_fit,T001,19,"[8, 14]",7,False
19,U_fit,T030,9,[9],8,False
19,U_fit,T030,10,[9],8,False
19,U_fit,T030,11,[9],8,False
19,U_fit,T030,12,[9],8,False
19,U_fit,T030,13,[9],8,False
19,U_fit,T030,14,[9],8,False
19,U_fit,T030,15,[9],8,False
19,U_fit,T030,16,[9],8,False
19,U_fit,T030,17,[9],8,False
19,U_fit,T030,18,[9],8,False
19,U_fit,T030,19,[9],8,False
19,U_fit,T052,10,[10],7,False
19,U_fit,T052,11,[10],7,False
19,U_fit,T052,12,[10],7,False
19,U_fit,T052,13,[10],7,False
19,U_fit,T052,14,[10],7,False
19,U_fit,T052,15,[10],7,False
19,U_fit,T052,16,[10],7,False
19,U_fit,T052,17,[10],7,False
19,U_fit,T052,18,[10],7,False
19,U_fit,T052,19,[10],7,False
19,U_fit,T048,11,[11],6,False
19,U_fit,T048,12,[11],6,False
19,U_fit,T048,13,[11],6,False
19,U_fit,T048,14,[11],6,False
19,U_fit,T048,15,[11],6,False
19,U_fit,T048,16,[11],6,False
19,U_fit,T048,17,[11],6,False
19,U_fit,T048,18,[11],6,False
19,U_fit,T048,19,[11],6,False
19,U_fit,T023,12,[12],12,True
19,U_fit,T023,13,[12],12,True
19,U_fit,T023,14,[12],12,True
19,U_fit,T023,15,[12],12,True
19,U_fit,T023,16,[12],12,True
19,U_fit,T023,17,[12],12,True
19,U_fit,T023,18,[12],12,True
19,U_fit,T023,19,[12],12,True
19,U_fit,T040,13,[13],6,False
19,U_fit,T040,14,[13],14,False
19,U_fit,T040,15,[13],14,False
19,U_fit,T040,16,[13],14,False
19,U_fit,T040,17,[13],14,False
19,U_fit,T040,18,[13],14,False
19,U_fit,T040,19,[13],14,False
19,U_fit,T010,15,[15],12,False
19,U_fit,T010,16,[15],12,False
19,U_fit,T010,17,[15],12,False
19,U_fit,T010,18,[15],12,False
19,U_fit,T010,19,[15],12,False
19,U_fit,T035,17,[17],7,False
19,U_fit,T035,18,[17],7,False
19,U_fit,T035,19,[17],7,False
19,U_fit,T002,18,[18],11,False
19,U_fit,T002,19,[18],11,False
19,U_fit,T003,19,[19],13,False
45,H_fit,T029,1,[1],0,False
45,H_fit,T029,2,[1],0,False
45,H_fit,T029,3,[1],0,False
45,H_fit,T029,4,[1],0,False
45,H_fit,T029,5,[1],0,False
45,H_fit,T029,6,[1],0,False
45,H_fit,T029,7,[1],0,False
45,H_fit,T029,8,[1],8,False
45,H_fit,T029,9,[1],8,False
45,H_fit,T029,10,[1],8,False
45,H_fit,T029,11,[1],8,False
45,H_fit,T029,12,[1],8,False
45,H_fit,T029,13,[1],13,False
45,H_fit,T029,14,[1],13,False
45,H_fit,T029,15,[1],13,False
45,H_fit,T029,16,[1],13,False
45,H_fit,T029,17,[1],13,False
45,H_fit,T029,18,"[1, 18]",13,False
45,H_fit,T029,19,"[1, 18]",13,False
45,H_fit,T029,20,"[1, 18]",13,False
45,H_fit,T029,21,"[1, 18]",13,False
45,H_fit,T029,22,"[1, 18]",13,False
45,H_fit,T029,23,"[1, 18]",13,False
45,H_fit,T029,24,"[1, 18]",13,False
45,H_fit,T029,25,"[1, 18]",13,False
45,H_fit,T029,26,"[1, 18]",13,False
45,H_fit,T029,27,"[1, 18]",13,False
45,H_fit,T029,28,"[1, 18]",13,False
45,H_fit,T029,29,"[1, 18]",13,False
45,H_fit,T029,30,"[1, 18]",13,False
45,H_fit,T029,31,"[1, 18]",13,False
45,H_fit,T029,32,"[1, 18]",13,False
45,H_fit,T029,33,"[1, 18]",13,False
45,H_fit,T029,34,"[1, 18]",13,False
45,H_fit,T029,35,"[1, 18]",13,False
45,H_fit,T029,36,"[1, 18]",13,False
45,H_fit,T029,37,"[1, 18]",13,False
45,H_fit,T029,38,"[1, 18]",13,False
45,H_fit,T029,39,"[1, 18]",13,False
45,H_fit,T029,40,"[1, 18]",13,False
45,H_fit,T029,41,"[1, 18]",13,False
45,H_fit,T029,42,"[1, 18]",13,False
45,H_fit,T029,43,"[1, 18]",13,False
45,H_fit,T029,44,"[1, 18]",13,False
45,H_fit,T029,45,"[1, 18]",13,False
45,H_fit,T045,2,[2],1,False
45,H_fit,T045,3,[2],1,False
45,H_fit,T045,4,[2],1,False
45,H_fit,T045,5,[2],1,False
45,H_fit,T045,6,[2],6,False
45,H_fit,T045,7,[2],6,False
45,H_fit,T045,8,[2],8,False
45,H_fit,T045,9,[2],9,False
45,H_fit,T045,10,[2],9,False
45,H_fit,T045,11,[2],9,False
45,H_fit,T045,12,[2],9,False
45,H_fit,T045,13,[2],13,False
45,H_fit,T045,14,[2],13,False
45,H_fit,T045,15,[2],13,False
45,H_fit,T045,16,[2],13,False
45,H_fit,T045,17,[2],13,False
45,H_fit,T045,18,[2],13,False
45,H_fit,T045,19,[2],13,False
45,H_fit,T045,20,[2],13,False
45,H_fit,T045,21,[2],13,False
45,H_fit,T045,22,[2],13,False
45,H_fit,T045,23,[2],13,False
45,H_fit,T045,24,[2],13,False
45,H_fit,T045,25,[2],13,False
45,H_fit,T045,26,[2],13,False
45,H_fit,T045,27,"[2, 27]",13,False
45,H_fit,T045,28,"[2, 27]",13,False
45,H_fit,T045,29,"[2, 27]",13,False
45,H_fit,T045,30,"[2, 27]",13,False
45,H_fit,T045,31,"[2, 27]",13,False
45,H_fit,T045,32,"[2, 27, 32]",13,False
45,H_fit,T045,33,"[2, 27, 32]",13,False
45,H_fit,T045,34,"[2, 27, 32]",13,False
45,H_fit,T045,35,"[2, 27, 32]",13,False
45,H_fit,T045,36,"[2, 27, 32]",13,False
45,H_fit,T045,37,"[2, 27, 32]",13,False
45,H_fit,T045,38,"[2, 27, 32]",13,False
45,H_fit,T045,39,"[2, 27, 32]",13,False
45,H_fit,T045,40,"[2, 27, 32, 40]",13,False
45,H_fit,T045,41,"[2, 27, 32, 40]",13,False
45,H_fit,T045,42,"[2, 27, 32, 40]",13,False
45,H_fit,T045,43,"[2, 27, 32, 40]",13,False
45,H_fit,T045,44,"[2, 27, 32, 40]",13,False
45,H_fit,T045,45,"[2, 27, 32, 40]",13,False
45,H_fit,T004,3,[3],1,False
45,H_fit,T004,4,[3],1,False
45,H_fit,T004,5,[3],1,False
45,H_fit,T004,6,[3],6,False
45,H_fit,T004,7,[3],6,False
45,H_fit,T004,8,[3],8,False
45,H_fit,T004,9,[3],8,False
45,H_fit,T004,10,[3],8,False
45,H_fit,T004,11,[3],11,False
45,H_fit,T004,12,[3],11,False
45,H_fit,T004,13,[3],13,False
45,H_fit,T004,14,[3],13,False
45,H_fit,T004,15,[3],13,False
45,H_fit,T004,16,[3],13,False
45,H_fit,T004,17,[3],13,False
45,H_fit,T004,18,[3],13,False
45,H_fit,T004,19,[3],13,False
45,H_fit,T004,20,[3],13,False
45,H_fit,T004,21,[3],13,False
45,H_fit,T004,22,[3],13,False
45,H_fit,T004,23,[3],13,False
45,H_fit,T004,24,[3],13,False
45,H_fit,T004,25,[3],13,False
45,H_fit,T004,26,[3],13,False
45,H_fit,T004,27,[3],13,False
45,H_fit,T004,28,"[3, 28]",13,False
45,H_fit,T004,29,"[3, 28]",13,False
45,H_fit,T004,30,"[3, 28]",13,False
45,H_fit,T004,31,"[3, 28, 31]",13,False
45,H_fit,T004,32,"[3, 28, 31]",13,False
45,H_fit,T004,33,"[3, 28, 31]",13,False
45,H_fit,T004,34,"[3, 28, 31]",13,False
45,H_fit,T004,35,"[3, 28, 31]",13,False
45,H_fit,T004,36,"[3, 28, 31]",13,False
45,H_fit,T004,37,"[3, 28, 31]",13,False
45,H_fit,T004,38,"[3, 28, 31]",13,False
45,H_fit,T004,39,"[3, 28, 31]",13,False
45,H_fit,T004,40,"[3, 28, 31]",13,False
45,H_fit,T004,41,"[3, 28, 31]",13,False
45,H_fit,T004,42,"[3, 28, 31]",13,False
45,H_fit,T004,43,"[3, 28, 31]",13,False
45,H_fit,T004,44,"[3, 28, 31]",13,False
45,H_fit,T004,45,"[3, 28, 31]",13,False
45,H_fit,T021,4,[4],0,False
45,H_fit,T021,5,[4],0,False
45,H_fit,T021,6,[4],0,False
45,H_fit,T021,7,[4],0,False
45,H_fit,T021,8,[4],8,False
45,H_fit,T021,9,[4],8,False
45,H_fit,T021,10,[4],8,False
45,H_fit,T021,11,[4],8,False
45,H_fit,T021,12,[4],8,False
45,H_fit,T021,13,[4],13,False
45,H_fit,T021,14,[4],13,False
45,H_fit,T021,15,[4],13,False
45,H_fit,T021,16,[4],13,False
45,H_fit,T021,17,[4],13,False
45,H_fit,T021,18,[4],13,False
45,H_fit,T021,19,[4],13,False
45,H_fit,T021,20,[4],13,False
45,H_fit,T021,21,[4],13,False
45,H_fit,T021,22,[4],13,False
45,H_fit,T021,23,[4],13,False
45,H_fit,T021,24,[4],13,False
45,H_fit,T021,25,[4],13,False
45,H_fit,T021,26,[4],13,False
45,H_fit,T021,27,[4],13,False
45,H_fit,T021,28,[4],13,False
45,H_fit,T021,29,[4],13,False
45,H_fit,T021,30,[4],13,False
45,H_fit,T021,31,[4],13,False
45,H_fit,T021,32,[4],13,False
45,H_fit,T021,33,[4],13,False
45,H_fit,T021,34,[4],13,False
45,H_fit,T021,35,[4],13,False
45,H_fit,T021,36,[4],13,False
45,H_fit,T021,37,[4],13,False
45,H_fit,T021,38,[4],13,False
45,H_fit,T021,39,[4],13,False
45,H_fit,T021,40,[4],13,False
45,H_fit,T021,41,[4],13,False
45,H_fit,T021,42,[4],13,False
45,H_fit,T021,43,[4],13,False
45,H_fit,T021,44,[4],13,False
45,H_fit,T021,45,[4],13,False
45,H_fit,T033,5,[5],1,False
45,H_fit,T033,6,[5],6,False
45,H_fit,T033,7,[5],6,False
45,H_fit,T033,8,[5],8,False
45,H_fit,T033,9,[5],9,False
45,H_fit,T033,10,[5],9,False
45,H_fit,T033,11,[5],9,False
45,H_fit,T033,12,[5],9,False
45,H_fit,T033,13,[5],13,False
45,H_fit,T033,14,[5],13,False
45,H_fit,T033,15,[5],13,False
45,H_fit,T033,16,[5],13,False
45,H_fit,T033,17,[5],13,False
45,H_fit,T033,18,[5],13,False
45,H_fit,T033,19,[5],13,False
45,H_fit,T033,20,[5],13,False
45,H_fit,T033,21,[5],13,False
45,H_fit,T033,22,[5],13,False
45,H_fit,T033,23,[5],13,False
45,H_fit,T033,24,[5],13,False
45,H_fit,T033,25,[5],13,False
45,H_fit,T033,26,[5],13,False
45,H_fit,T033,27,[5],13,False
45,H_fit,T033,28,[5],13,False
45,H_fit,T033,29,[5],13,False
45,H_fit,T033,30,[5],13,False
45,H_fit,T033,31,[5],13,False
45,H_fit,T033,32,[5],13,False
45,H_fit,T033,33,[5],13,False
45,H_fit,T033,34,[5],13,False
45,H_fit,T033,35,[5],13,False
45,H_fit,T033,36,[5],13,False
45,H_fit,T033,37,[5],13,False
45,H_fit,T033,38,[5],13,False
45,H_fit,T033,39,[5],13,False
45,H_fit,T033,40,[5],13,False
45,H_fit,T033,41,[5],13,False
45,H_fit,T033,42,[5],13,False
45,H_fit,T033,43,[5],13,False
45,H_fit,T033,44,[5],13,False
45,H_fit,T033,45,[5],13,False
45,H_fit,T032,6,[6],6,True
45,H_fit,T032,7,[6],6,True
45,H_fit,T032,8,[6],8,False
45,H_fit,T032,9,[6],9,False
45,H_fit,T032,10,[6],9,False
45,H_fit,T032,11,[6],9,False
45,H_fit,T032,12,[6],9,False
45,H_fit,T032,13,[6],13,False
45,H_fit,T032,14,[6],13,False
45,H_fit,T032,15,"[6, 15]",13,False
45,H_fit,T032,16,"[6, 15]",13,False
45,H_fit,T032,17,"[6, 15]",13,False
45,H_fit,T032,18,"[6, 15]",13,False
45,H_fit,T032,19,"[6, 15]",13,False
45,H_fit,T032,20,"[6, 15]",13,False
45,H_fit,T032,21,"[6, 15]",13,False
45,H_fit,T032,22,"[6, 15]",13,False
45,H_fit,T032,23,"[6, 15]",13,False
45,H_fit,T032,24,"[6, 15]",13,False
45,H_fit,T032,25,"[6, 15]",13,False
45,H_fit,T032,26,"[6, 15]",13,False
45,H_fit,T032,27,"[6, 15]",13,False
45,H_fit,T032,28,"[6, 15]",13,False
45,H_fit,T032,29,"[6, 15]",13,False
45,H_fit,T032,30,"[6, 15]",13,False
45,H_fit,T032,31,"[6, 15]",13,False
45,H_fit,T032,32,"[6, 15]",13,False
45,H_fit,T032,33,"[6, 15]",13,False
45,H_fit,T032,34,"[6, 15]",13,False
45,H_fit,T032,35,"[6, 15]",13,False
45,H_fit,T032,36,"[6, 15]",13,False
45,H_fit,T032,37,"[6, 15]",13,False
45,H_fit,T032,38,"[6, 15]",13,False
45,H_fit,T032,39,"[6, 15]",13,False
45,H_fit,T032,40,"[6, 15]",13,False
45,H_fit,T032,41,"[6, 15]",13,False
45,H_fit,T032,42,"[6, 15]",13,False
45,H_fit,T032,43,"[6, 15]",13,False
45,H_fit,T032,44,"[6, 15]",13,False
45,H_fit,T032,45,"[6, 15]",13,False
45,H_fit,T046,7,[7],6,False
45,H_fit,T046,8,[7],6,False
45,H_fit,T046,9,[7],6,False
45,H_fit,T046,10,[7],6,False
45,H_fit,T046,11,[7],6,False
45,H_fit,T046,12,[7],12,False
45,H_fit,T046,13,[7],12,False
45,H_fit,T046,14,[7],12,False
45,H_fit,T046,15,[7],12,False
45,H_fit,T046,16,[7],12,False
45,H_fit,T046,17,[7],12,False
45,H_fit,T046,18,[7],12,False
45,H_fit,T046,19,[7],12,False
45,H_fit,T046,20,[7],12,False
45,H_fit,T046,21,[7],12,False
45,H_fit,T046,22,[7],12,False
45,H_fit,T046,23,[7],12,False
45,H_fit,T046,24,[7],12,False
45,H_fit,T046,25,[7],25,False
45,H_fit,T046,26,[7],25,False
45,H_fit,T046,27,[7],25,False
45,H_fit,T046,28,[7],25,False
45,H_fit,T046,29,[7],25,False
45,H_fit,T046,30,[7],25,False
45,H_fit,T046,31,[7],25,False
45,H_fit,T046,32,[7],25,False
45,H_fit,T046,33,[7],25,False
45,H_fit,T046,34,[7],25,False
45,H_fit,T046,35,[7],25,False
45,H_fit,T046,36,"[7, 36]",25,False
45,H_fit,T046,37,"[7, 36]",25,False
45,H_fit,T046,38,"[7, 36]",25,False
45,H_fit,T046,39,"[7, 36]",25,False
45,H_fit,T046,40,"[7, 36]",25,False
45,H_fit,T046,41,"[7, 36]",25,False
45,H_fit,T046,42,"[7, 36]",25,False
45,H_fit,T046,43,"[7, 36]",25,False
45,H_fit,T046,44,"[7, 36]",25,False
45,H_fit,T046,45,"[7, 36]",25,False
45,H_fit,T020,8,[8],8,True
45,H_fit,T020,9,[8],8,True
45,H_fit,T020,10,[8],8,True
45,H_fit,T020,11,[8],8,True
45,H_fit,T020,12,[8],8,True
45,H_fit,T020,13,[8],13,False
45,H_fit,T020,14,[8],13,False
45,H_fit,T020,15,[8],13,False
45,H_fit,T020,16,[8],13,False
45,H_fit,T020,17,[8],13,False
45,H_fit,T020,18,[8],13,False
45,H_fit,T020,19,[8],13,False
45,H_fit,T020,20,[8],13,False
45,H_fit,T020,21,[8],13,False
45,H_fit,T020,22,[8],13,False
45,H_fit,T020,23,[8],13,False
45,H_fit,T020,24,[8],13,False
45,H_fit,T020,25,[8],13,False
45,H_fit,T020,26,[8],13,False
45,H_fit,T020,27,[8],13,False
45,H_fit,T020,28,[8],13,False
45,H_fit,T020,29,[8],13,False
45,H_fit,T020,30,[8],13,False
45,H_fit,T020,31,[8],13,False
45,H_fit,T020,32,[8],13,False
45,H_fit,T020,33,[8],13,False
45,H_fit,T020,34,[8],13,False
45,H_fit,T020,35,[8],13,False
45,H_fit,T020,36,[8],13,False
45,H_fit,T020,37,[8],13,False
45,H_fit,T020,38,[8],13,False
45,H_fit,T020,39,[8],13,False
45,H_fit,T020,40,[8],13,False
45,H_fit,T020,41,"[8, 41]",13,False
45,H_fit,T020,42,"[8, 41]",13,False
45,H_fit,T020,43,"[8, 41]",13,False
45,H_fit,T020,44,"[8, 41]",13,False
45,H_fit,T020,45,"[8, 41]",13,False
45,H_fit,T038,9,[9],8,False
45,H_fit,T038,10,[9],8,False
45,H_fit,T038,11,[9],11,False
45,H_fit,T038,12,[9],11,False
