cohort,track,prefix,role,stratum,strict_role,candidate,mode,control,control_mode,metric,delta,ci_low,ci_high,paired_inputs,paired_edits,source_images,patients,image_cluster_ci_low,image_cluster_ci_high,leave_one_image_out_min,leave_one_image_out_max,bootstrap_seed,bootstrap_draws
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,native,native_source_edit,EDIT_TARGET,BE,RC,W0,RC,semantic,0.0,0.0,0.0,32,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,native,native_source_edit,EDIT_TARGET,BE,RC,W0,RC,base_wrong_became_correct,0.0,0.0,0.0,32,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,native,native_source_edit,EDIT_TARGET,BE,RC,W0,RC,rejection,0.0,0.0,0.0,32,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,native,native_source_edit,EDIT_TARGET,BE,RC,W1,RC,semantic,0.0,,,1,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,native,native_source_edit,EDIT_TARGET,BE,RC,W1,RC,base_wrong_became_correct,0.0,,,1,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,native,native_source_edit,EDIT_TARGET,BE,RC,W1,RC,rejection,0.0,,,1,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,base_wrong_became_correct,0.0,0.0,0.0,54,31,31,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,base_wrong_became_correct,0.0,0.0,0.0,54,31,31,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,base_wrong_became_correct,0.0,0.0,0.0,54,31,31,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,base_wrong_became_correct,0.0,0.0,0.0,53,31,31,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,base_wrong_became_correct,0.0,,,1,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,base_wrong_became_correct,0.0,0.0,0.0,53,31,31,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,base_wrong_became_correct,0.0,,,1,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,base_wrong_became_correct,0.0,0.0,0.0,53,31,31,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,base_wrong_became_correct,0.0,,,1,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,calibration,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,base_wrong_became_correct,0.0,0.0,0.0,51,30,30,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W0,RC,W0,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W1,RC,W1,R0,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,base_wrong_became_correct,0.0,0.0,0.0,51,30,30,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,BE,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,W1,RC,W0,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,base_wrong_became_correct,0.0,0.0,0.0,51,30,30,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,W0,RC,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_source_style,EDIT_TARGET,BE,RC,W1,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W0,RC,W0,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W0,RC,W0,R0,base_wrong_became_correct,0.0,0.0,0.0,52,28,28,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W0,RC,W0,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W1,RC,W1,R0,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W1,RC,W1,R0,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W1,RC,W1,R0,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,BE,R0,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,BE,R0,base_wrong_became_correct,0.0,0.0,0.0,52,28,28,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,BE,R0,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W1,RC,W0,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W1,RC,W0,RC,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,W1,RC,W0,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,W0,RC,semantic,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,W0,RC,base_wrong_became_correct,0.0,0.0,0.0,52,28,28,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,W0,RC,rejection,0.0,0.0,0.0,64,32,32,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,W1,RC,semantic,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,W1,RC,base_wrong_became_correct,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,derived_imperative_style,EDIT_TARGET,BE,RC,W1,RC,rejection,0.0,,,2,1,1,UNKNOWN,,,,,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W0,RC,W0,R0,semantic,0.0,0.0,0.0,280,32,9,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W0,RC,W0,R0,base_correct_damage,0.0,0.0,0.0,155,32,5,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W0,RC,W0,R0,base_wrong_became_correct,0.0,0.0,0.0,125,32,4,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W0,RC,W0,R0,fpr,0.0,0.0,0.0,280,32,9,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W1,R0,semantic,0.0,,,8,1,8,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W1,R0,base_correct_damage,0.0,,,4,1,4,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W1,R0,base_wrong_became_correct,0.0,,,4,1,4,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W1,R0,fpr,0.0,,,8,1,8,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,BE,R0,semantic,0.0,0.0,0.0,280,32,9,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,BE,R0,base_correct_damage,0.0,0.0,0.0,155,32,5,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,BE,R0,base_wrong_became_correct,0.0,0.0,0.0,125,32,4,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,BE,R0,fpr,0.0,0.0,0.0,280,32,9,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W0,RC,semantic,0.25,,,8,1,8,UNKNOWN,0.0,0.625,0.14285714285714285,0.2857142857142857,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W0,RC,base_correct_damage,-0.5,,,4,1,4,UNKNOWN,-1.0,0.0,-0.6666666666666666,-0.3333333333333333,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W0,RC,base_wrong_became_correct,0.0,,,4,1,4,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,W1,RC,W0,RC,fpr,0.0,,,8,1,8,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W0,RC,semantic,-0.1636284722222222,-0.23697916666666666,-0.09418402777777778,280,32,9,UNKNOWN,-0.2735215053763441,-0.07090053763440861,-0.18415178571428573,-0.1328125,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W0,RC,base_correct_damage,0.2828125,0.1640625,0.4078125,155,32,5,UNKNOWN,0.19368279569892471,0.3850806451612903,0.25,0.3151041666666667,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W0,RC,base_wrong_became_correct,-0.015625,-0.0390625,0.0,125,32,4,UNKNOWN,-0.03125,0.0,-0.020833333333333332,-0.010416666666666666,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W0,RC,fpr,0.0,0.0,0.0,280,32,9,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W1,RC,semantic,-0.25,,,8,1,8,UNKNOWN,-0.625,0.0,-0.2857142857142857,-0.14285714285714285,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W1,RC,base_correct_damage,0.5,,,4,1,4,UNKNOWN,0.0,1.0,0.3333333333333333,0.6666666666666666,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W1,RC,base_wrong_became_correct,0.0,,,4,1,4,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,fit,U,STRICT_BASE,BE,RC,W1,RC,fpr,0.0,,,8,1,8,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,U,STRICT_BASE,W0,RC,W0,R0,semantic,0.0,0.0,0.0,220,32,7,UNKNOWN,0.0,0.0,0.0,0.0,20260908,10000
STAGE5_SOURCE_CONSISTENCY_REVIEWED_NEW32,A,0,evaluation,U,STRICT_BASE,W0,RC,W0,R0,base_correct_damage,0.0,0.0,0.0,32,32,1,UNKNOWN,,,,,20260908,10000
