seed,event_index,opaque_edit,panel,condition,operating_point,category,n,on_num,on_rate,base_exact_num,forced_exact_num,gated_exact_num,base_semantic_num,forced_semantic_num,gated_semantic_num,joint_on_exact_rate,joint_on_semantic_rate,base_correct_damage_num,base_correct_den,off_parity_num,off_num
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,formal_T1G,4,1,0.25,0,4,1,0,4,1,0.25,0.25,0,0,3,3
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,formal_T2G,4,4,1.0,0,2,2,0,3,3,0.5,0.75,0,0,0,0
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,same_image_other_source_fact,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,2,1534fc99d84ef734,original,M1_C1_CP_CONJUNCTION_CONTROL,SECONDARY_COVERAGE90,same_question_different_image_conflicting_source_answer,5,2,0.4,0,0,0,1,1,1,0.0,0.0,0,1,3,3
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,broad_unrelated_source_qa,15,0,0.0,0,0,0,7,5,7,0.0,0.0,0,7,15,15
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T1G,4,0,0.0,0,4,0,0,4,0,0.0,0.0,0,0,4,4
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,formal_T2G,4,4,1.0,0,2,2,0,3,3,0.5,0.75,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,same_image_other_source_fact,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,PRIMARY_SAFETY_FIRST,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,1,1,1,0.0,0.0,0,1,5,5
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,broad_unrelated_source_qa,15,0,0.0,0,0,0,7,5,7,0.0,0.0,0,7,15,15
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,evaluation_positive,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,formal_T1G,4,0,0.0,0,4,0,0,4,0,0.0,0.0,0,0,4,4
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,formal_T2G,4,4,1.0,0,2,2,0,3,3,0.5,0.75,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,native,1,1,1.0,0,1,1,0,1,1,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,reviewed_same_fact_text_augmentation,4,4,1.0,0,4,4,0,4,4,1.0,1.0,0,0,0,0
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,same_image_other_source_fact,2,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,2,2
20260906,2,1534fc99d84ef734,original,M2_C1_CP_RESPONSE_VERIFIER,SECONDARY_COVERAGE90,same_question_different_image_conflicting_source_answer,5,0,0.0,0,0,0,1,1,1,0.0,0.0,0,1,5,5
