track,edit,method,mode,role,stratum,inputs,eqkeys,source_images,base_correct_inputs,base_correct_images,semantic,semantic_numerator,semantic_denominator,target_consistency,target_consistency_numerator,target_consistency_denominator,token_parity,token_parity_numerator,token_parity_denominator,kl,kl_numerator,kl_denominator,base_correct,base_correct_numerator,base_correct_denominator,base_correct_damage,base_correct_damage_numerator,base_correct_damage_denominator,base_correct_preserved,base_correct_preserved_numerator,base_correct_preserved_denominator,base_wrong_became_correct,base_wrong_became_correct_numerator,base_wrong_became_correct_denominator,base_wrong_changed,base_wrong_changed_numerator,base_wrong_changed_denominator,on,on_numerator,on_denominator,joint_on_correct,joint_on_correct_numerator,joint_on_correct_denominator
NEW_CONFIRMATION,101,A2,BASE,evaluation,U_keep,7,7,7,7,7,1.0,7.0,7,0.7142857142857143,5.0,7,1.0,7.0,7,0.0,0.0,7,1.0,7.0,7,0.0,0.0,7,1.0,7.0,7,,,0,,,0,0.0,0.0,7,0.0,0.0,7
NEW_CONFIRMATION,101,A2,BASE,evaluation,cross_family_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,1.0,2.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,BASE,evaluation,source_style_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,1.0,2.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,BASE,fit,H_all,3,3,3,3,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,,,0,,,0,0.0,0.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,BASE,fit,H_keep,3,3,3,3,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,,,0,,,0,0.0,0.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,BASE,fit,U_all,13,13,13,10,10,0.7692307692307693,10.0,13,0.38461538461538464,5.0,13,1.0,13.0,13,0.0,0.0,13,0.7692307692307693,10.0,13,0.0,0.0,10,1.0,10.0,10,0.0,0.0,3,0.0,0.0,3,0.0,0.0,13,0.0,0.0,13
NEW_CONFIRMATION,101,A2,BASE,fit,U_base_wrong,3,3,3,0,0,0.0,0.0,3,0.6666666666666666,2.0,3,1.0,3.0,3,0.0,0.0,3,0.0,0.0,3,,,0,,,0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,BASE,fit,U_keep,10,10,10,10,10,1.0,10.0,10,0.3,3.0,10,1.0,10.0,10,0.0,0.0,10,1.0,10.0,10,0.0,0.0,10,1.0,10.0,10,,,0,,,0,0.0,0.0,10,0.0,0.0,10
NEW_CONFIRMATION,101,A2,BASE,fit,positive,4,4,1,3,1,0.75,3.0,4,0.75,3.0,4,1.0,4.0,4,,,0,0.75,3.0,4,0.0,0.0,3,1.0,3.0,3,0.0,0.0,1,0.0,0.0,1,0.0,0.0,4,0.0,0.0,4
NEW_CONFIRMATION,101,A2,BASE,native,positive,1,1,1,0,0,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,,,0,0.0,0.0,1,,,0,,,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,H_all,2,2,2,1,1,0.5,1.0,2,0.5,1.0,2,0.5,1.0,2,0.10489632934331894,0.20979265868663788,2,0.5,1.0,2,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.5,1.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,H_base_wrong,1,1,1,0,0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.20979265868663788,0.20979265868663788,1,0.0,0.0,1,,,0,,,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,H_keep,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,,,0,,,0,0.0,0.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,U_all,13,13,13,8,8,0.5384615384615384,7.0,13,0.46153846153846156,6.0,13,0.3076923076923077,4.0,13,0.11958096491602752,1.5545525439083576,13,0.6153846153846154,8.0,13,0.25,2.0,8,0.75,6.0,8,0.2,1.0,5,1.0,5.0,5,0.8461538461538461,11.0,13,0.38461538461538464,5.0,13
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,U_base_wrong,5,5,5,0,0,0.2,1.0,5,0.2,1.0,5,0.0,0.0,5,0.11210687439888715,0.5605343719944358,5,0.0,0.0,5,,,0,,,0,0.2,1.0,5,1.0,5.0,5,1.0,5.0,5,0.2,1.0,5
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,U_keep,8,8,8,8,8,0.75,6.0,8,0.625,5.0,8,0.5,4.0,8,0.12425227148924023,0.9940181719139218,8,1.0,8.0,8,0.25,2.0,8,0.75,6.0,8,,,0,,,0,0.75,6.0,8,0.5,4.0,8
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,calibration,positive,4,4,1,2,1,1.0,4.0,4,1.0,4.0,4,0.0,0.0,4,,,0,0.5,2.0,4,0.0,0.0,2,1.0,2.0,2,1.0,2.0,2,1.0,2.0,2,1.0,4.0,4,1.0,4.0,4
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,challenge,same_answer_context_not_conflict,1,1,1,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.13881437480449677,0.13881437480449677,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,,,0,,,0,1.0,1.0,1,1.0,1.0,1
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,H_all,2,2,2,2,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.27238334715366364,0.5447666943073273,2,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,,,0,1.0,2.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,H_keep,2,2,2,2,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.27238334715366364,0.5447666943073273,2,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,,,0,1.0,2.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,U_all,12,12,12,7,7,0.4166666666666667,5.0,12,0.4166666666666667,5.0,12,0.4166666666666667,5.0,12,0.10243576671928167,1.22922920063138,12,0.5833333333333334,7.0,12,0.2857142857142857,2.0,7,0.7142857142857143,5.0,7,0.0,0.0,5,0.6,3.0,5,0.8333333333333334,10.0,12,0.4166666666666667,5.0,12
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,U_base_wrong,5,5,5,0,0,0.0,0.0,5,0.0,0.0,5,0.4,2.0,5,0.06456469446420669,0.3228234723210335,5,0.0,0.0,5,,,0,,,0,0.0,0.0,5,0.6,3.0,5,0.6,3.0,5,0.0,0.0,5
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,U_keep,7,7,7,7,7,0.7142857142857143,5.0,7,0.7142857142857143,5.0,7,0.42857142857142855,3.0,7,0.1294865326157638,0.9064057283103466,7,1.0,7.0,7,0.2857142857142857,2.0,7,0.7142857142857143,5.0,7,,,0,,,0,1.0,7.0,7,0.7142857142857143,5.0,7
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,cross_family_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,1.0,2.0,2,1.0,2.0,2
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,evaluation,source_style_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,1.0,2.0,2,1.0,2.0,2
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,fit,H_all,3,3,3,3,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,0.24338256319363913,0.7301476895809174,3,1.0,3.0,3,1.0,3.0,3,0.0,0.0,3,,,0,,,0,1.0,3.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,fit,H_keep,3,3,3,3,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,0.24338256319363913,0.7301476895809174,3,1.0,3.0,3,1.0,3.0,3,0.0,0.0,3,,,0,,,0,1.0,3.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,fit,U_all,13,13,13,10,10,0.46153846153846156,6.0,13,0.3076923076923077,4.0,13,0.23076923076923078,3.0,13,0.12899520957412627,1.6769377244636416,13,0.7692307692307693,10.0,13,0.4,4.0,10,0.6,6.0,10,0.0,0.0,3,0.6666666666666666,2.0,3,1.0,13.0,13,0.46153846153846156,6.0,13
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,fit,U_base_wrong,3,3,3,0,0,0.0,0.0,3,0.3333333333333333,1.0,3,0.3333333333333333,1.0,3,0.14909129279355207,0.44727387838065624,3,0.0,0.0,3,,,0,,,0,0.0,0.0,3,0.6666666666666666,2.0,3,1.0,3.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,fit,U_keep,10,10,10,10,10,0.6,6.0,10,0.3,3.0,10,0.2,2.0,10,0.12296638460829853,1.2296638460829854,10,1.0,10.0,10,0.4,4.0,10,0.6,6.0,10,,,0,,,0,1.0,10.0,10,0.6,6.0,10
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,fit,positive,4,4,1,3,1,1.0,4.0,4,1.0,4.0,4,0.0,0.0,4,,,0,0.75,3.0,4,0.0,0.0,3,1.0,3.0,3,1.0,1.0,1,1.0,1.0,1,1.0,4.0,4,1.0,4.0,4
NEW_CONFIRMATION,101,A2,BE_ROUTE+A2,native,positive,1,1,1,0,0,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,,,0,0.0,0.0,1,,,0,,,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,H_all,2,2,2,1,1,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.2180718258023262,0.4361436516046524,2,0.5,1.0,2,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,1.0,2.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,H_base_wrong,1,1,1,0,0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.20979265868663788,0.20979265868663788,1,0.0,0.0,1,,,0,,,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,H_keep,1,1,1,1,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.22635099291801453,0.22635099291801453,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,,,0,,,0,1.0,1.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,U_all,13,13,13,8,8,0.46153846153846156,6.0,13,0.38461538461538464,5.0,13,0.15384615384615385,2.0,13,0.12906378178069225,1.6778291631489992,13,0.6153846153846154,8.0,13,0.375,3.0,8,0.625,5.0,8,0.2,1.0,5,1.0,5.0,5,1.0,13.0,13,0.46153846153846156,6.0,13
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,U_base_wrong,5,5,5,0,0,0.2,1.0,5,0.2,1.0,5,0.0,0.0,5,0.11210687439888715,0.5605343719944358,5,0.0,0.0,5,,,0,,,0,0.2,1.0,5,1.0,5.0,5,1.0,5.0,5,0.2,1.0,5
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,U_keep,8,8,8,8,8,0.625,5.0,8,0.5,4.0,8,0.25,2.0,8,0.13966184889432043,1.1172947911545634,8,1.0,8.0,8,0.375,3.0,8,0.625,5.0,8,,,0,,,0,1.0,8.0,8,0.625,5.0,8
NEW_CONFIRMATION,101,A2,FORCED_ON,calibration,positive,4,4,1,2,1,1.0,4.0,4,1.0,4.0,4,0.0,0.0,4,,,0,0.5,2.0,4,0.0,0.0,2,1.0,2.0,2,1.0,2.0,2,1.0,2.0,2,1.0,4.0,4,1.0,4.0,4
NEW_CONFIRMATION,101,A2,FORCED_ON,challenge,same_answer_context_not_conflict,1,1,1,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.13881437480449677,0.13881437480449677,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,,,0,,,0,1.0,1.0,1,1.0,1.0,1
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,H_all,2,2,2,2,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.27238334715366364,0.5447666943073273,2,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,,,0,1.0,2.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,H_keep,2,2,2,2,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.27238334715366364,0.5447666943073273,2,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,,,0,1.0,2.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,U_all,12,12,12,7,7,0.4166666666666667,5.0,12,0.4166666666666667,5.0,12,0.25,3.0,12,0.10635194058219592,1.276223286986351,12,0.5833333333333334,7.0,12,0.2857142857142857,2.0,7,0.7142857142857143,5.0,7,0.0,0.0,5,1.0,5.0,5,1.0,12.0,12,0.4166666666666667,5.0,12
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,U_base_wrong,5,5,5,0,0,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.07396351173520088,0.3698175586760044,5,0.0,0.0,5,,,0,,,0,0.0,0.0,5,1.0,5.0,5,1.0,5.0,5,0.0,0.0,5
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,U_keep,7,7,7,7,7,0.7142857142857143,5.0,7,0.7142857142857143,5.0,7,0.42857142857142855,3.0,7,0.1294865326157638,0.9064057283103466,7,1.0,7.0,7,0.2857142857142857,2.0,7,0.7142857142857143,5.0,7,,,0,,,0,1.0,7.0,7,0.7142857142857143,5.0,7
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,cross_family_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,1.0,2.0,2,1.0,2.0,2
NEW_CONFIRMATION,101,A2,FORCED_ON,evaluation,source_style_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,0.0,0.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,1.0,2.0,2,1.0,2.0,2
NEW_CONFIRMATION,101,A2,FORCED_ON,fit,H_all,3,3,3,3,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,0.24338256319363913,0.7301476895809174,3,1.0,3.0,3,1.0,3.0,3,0.0,0.0,3,,,0,,,0,1.0,3.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,FORCED_ON,fit,H_keep,3,3,3,3,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,0.24338256319363913,0.7301476895809174,3,1.0,3.0,3,1.0,3.0,3,0.0,0.0,3,,,0,,,0,1.0,3.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,FORCED_ON,fit,U_all,13,13,13,10,10,0.46153846153846156,6.0,13,0.3076923076923077,4.0,13,0.23076923076923078,3.0,13,0.12899520957412627,1.6769377244636416,13,0.7692307692307693,10.0,13,0.4,4.0,10,0.6,6.0,10,0.0,0.0,3,0.6666666666666666,2.0,3,1.0,13.0,13,0.46153846153846156,6.0,13
NEW_CONFIRMATION,101,A2,FORCED_ON,fit,U_base_wrong,3,3,3,0,0,0.0,0.0,3,0.3333333333333333,1.0,3,0.3333333333333333,1.0,3,0.14909129279355207,0.44727387838065624,3,0.0,0.0,3,,,0,,,0,0.0,0.0,3,0.6666666666666666,2.0,3,1.0,3.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,A2,FORCED_ON,fit,U_keep,10,10,10,10,10,0.6,6.0,10,0.3,3.0,10,0.2,2.0,10,0.12296638460829853,1.2296638460829854,10,1.0,10.0,10,0.4,4.0,10,0.6,6.0,10,,,0,,,0,1.0,10.0,10,0.6,6.0,10
NEW_CONFIRMATION,101,A2,FORCED_ON,fit,positive,4,4,1,3,1,1.0,4.0,4,1.0,4.0,4,0.0,0.0,4,,,0,0.75,3.0,4,0.0,0.0,3,1.0,3.0,3,1.0,1.0,1,1.0,1.0,1,1.0,4.0,4,1.0,4.0,4
NEW_CONFIRMATION,101,A2,FORCED_ON,native,positive,1,1,1,0,0,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,,,0,0.0,0.0,1,,,0,,,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1
NEW_CONFIRMATION,101,BE,BASE,calibration,H_all,2,2,2,1,1,0.5,1.0,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.5,1.0,2,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,BE,BASE,calibration,H_base_wrong,1,1,1,0,0,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,,,0,,,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,BE,BASE,calibration,H_keep,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,,,0,,,0,0.0,0.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,BE,BASE,calibration,U_all,13,13,13,8,8,0.6153846153846154,8.0,13,0.5384615384615384,7.0,13,1.0,13.0,13,0.0,0.0,13,0.6153846153846154,8.0,13,0.0,0.0,8,1.0,8.0,8,0.0,0.0,5,0.0,0.0,5,0.0,0.0,13,0.0,0.0,13
NEW_CONFIRMATION,101,BE,BASE,calibration,U_base_wrong,5,5,5,0,0,0.0,0.0,5,0.2,1.0,5,1.0,5.0,5,0.0,0.0,5,0.0,0.0,5,,,0,,,0,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
NEW_CONFIRMATION,101,BE,BASE,calibration,U_keep,8,8,8,8,8,1.0,8.0,8,0.75,6.0,8,1.0,8.0,8,0.0,0.0,8,1.0,8.0,8,0.0,0.0,8,1.0,8.0,8,,,0,,,0,0.0,0.0,8,0.0,0.0,8
NEW_CONFIRMATION,101,BE,BASE,calibration,positive,4,4,1,2,1,0.5,2.0,4,0.5,2.0,4,1.0,4.0,4,,,0,0.5,2.0,4,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,4
NEW_CONFIRMATION,101,BE,BASE,challenge,same_answer_context_not_conflict,1,1,1,1,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,,,0,,,0,0.0,0.0,1,0.0,0.0,1
NEW_CONFIRMATION,101,BE,BASE,evaluation,H_all,2,2,2,2,2,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,BE,BASE,evaluation,H_keep,2,2,2,2,2,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,BE,BASE,evaluation,U_all,12,12,12,7,7,0.5833333333333334,7.0,12,0.4166666666666667,5.0,12,1.0,12.0,12,0.0,0.0,12,0.5833333333333334,7.0,12,0.0,0.0,7,1.0,7.0,7,0.0,0.0,5,0.0,0.0,5,0.0,0.0,12,0.0,0.0,12
NEW_CONFIRMATION,101,BE,BASE,evaluation,U_base_wrong,5,5,5,0,0,0.0,0.0,5,0.0,0.0,5,1.0,5.0,5,0.0,0.0,5,0.0,0.0,5,,,0,,,0,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
NEW_CONFIRMATION,101,BE,BASE,evaluation,U_keep,7,7,7,7,7,1.0,7.0,7,0.7142857142857143,5.0,7,1.0,7.0,7,0.0,0.0,7,1.0,7.0,7,0.0,0.0,7,1.0,7.0,7,,,0,,,0,0.0,0.0,7,0.0,0.0,7
NEW_CONFIRMATION,101,BE,BASE,evaluation,cross_family_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,1.0,2.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,BE,BASE,evaluation,source_style_confirmation,2,2,1,2,1,1.0,2.0,2,1.0,2.0,2,1.0,2.0,2,,,0,1.0,2.0,2,0.0,0.0,2,1.0,2.0,2,,,0,,,0,0.0,0.0,2,0.0,0.0,2
NEW_CONFIRMATION,101,BE,BASE,fit,H_all,3,3,3,3,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,,,0,,,0,0.0,0.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,BE,BASE,fit,H_keep,3,3,3,3,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,0.0,0.0,3,1.0,3.0,3,,,0,,,0,0.0,0.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,BE,BASE,fit,U_all,13,13,13,10,10,0.7692307692307693,10.0,13,0.38461538461538464,5.0,13,1.0,13.0,13,0.0,0.0,13,0.7692307692307693,10.0,13,0.0,0.0,10,1.0,10.0,10,0.0,0.0,3,0.0,0.0,3,0.0,0.0,13,0.0,0.0,13
NEW_CONFIRMATION,101,BE,BASE,fit,U_base_wrong,3,3,3,0,0,0.0,0.0,3,0.6666666666666666,2.0,3,1.0,3.0,3,0.0,0.0,3,0.0,0.0,3,,,0,,,0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
NEW_CONFIRMATION,101,BE,BASE,fit,U_keep,10,10,10,10,10,1.0,10.0,10,0.3,3.0,10,1.0,10.0,10,0.0,0.0,10,1.0,10.0,10,0.0,0.0,10,1.0,10.0,10,,,0,,,0,0.0,0.0,10,0.0,0.0,10
NEW_CONFIRMATION,101,BE,BASE,fit,positive,4,4,1,3,1,0.75,3.0,4,0.75,3.0,4,1.0,4.0,4,,,0,0.75,3.0,4,0.0,0.0,3,1.0,3.0,3,0.0,0.0,1,0.0,0.0,1,0.0,0.0,4,0.0,0.0,4
