track,method,mode,role,stratum,edits,inputs,source_image_edit_pairs,base_correct_inputs,base_correct_edits,distinct_source_images,distinct_base_correct_images,semantic,target_consistency,token_parity,kl,base_correct,base_correct_damage,base_correct_preserved,base_wrong_became_correct,base_wrong_changed,on,joint_on_correct
NEW_CONFIRMATION,BE,BASE,calibration,positive,16,64,16,21,8,16,8,0.328125,0.328125,1.0,,0.328125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,0.6111111111111112,0.6111111111111112,1.0,0.0,0.6111111111111112,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,H_all,15,20,20,15,13,7,6,0.7666666666666667,0.13333333333333333,1.0,0.0,0.7666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,H_keep,13,15,15,15,13,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,U_all,16,202,202,130,16,41,31,0.6419986263736264,0.2566964285714286,1.0,0.0,0.6419986263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.0,0.121875,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,U_keep,16,130,130,130,16,31,31,1.0,0.33909181096681096,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,0.5,0.5,1.0,,0.5,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,evaluation,source_style_confirmation,16,32,16,19,10,16,10,0.59375,0.59375,1.0,,0.59375,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,H_all,16,28,28,27,16,9,8,0.9791666666666666,0.0,1.0,0.0,0.9791666666666666,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,H_keep,16,27,27,27,16,8,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,U_all,16,217,217,129,16,43,33,0.5951236263736264,0.2657967032967033,1.0,0.0,0.5951236263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,U_base_wrong,16,88,88,0,0,22,0,0.0,0.22628968253968254,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,U_keep,16,129,129,129,16,33,33,1.0,0.32276785714285716,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,BE,BASE,fit,positive,16,64,16,18,6,16,6,0.28125,0.28125,1.0,,0.28125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BASE,native,positive,16,16,16,0,0,16,0,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,H_all,15,21,21,20,15,7,6,0.06666666666666667,0.9333333333333333,0.06666666666666667,16.382912508646648,0.9666666666666667,0.9,0.1,0.0,1.0,0.9333333333333333,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,1.0,0.0,14.36201286315918,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,H_keep,15,20,20,20,15,6,6,0.1,0.9,0.1,15.90417874654134,1.0,0.9,0.1,,,0.9,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,U_all,16,216,216,145,16,41,34,0.20020604395604397,0.25995879120879123,0.2087912087912088,11.4601277751582,0.6727335164835165,0.7281543109668109,0.271845689033189,0.040178571428571425,0.9056547619047619,0.7912087912087912,0.02712912087912088
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,U_base_wrong,16,71,71,0,0,20,0,0.040178571428571425,0.23869047619047618,0.0943452380952381,12.859908275519098,0.0,,,0.040178571428571425,0.9056547619047619,0.9056547619047619,0.040178571428571425
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,U_keep,16,145,145,145,16,34,34,0.271845689033189,0.2841743326118326,0.256220689033189,10.976211693510951,1.0,0.7281543109668109,0.271845689033189,,,0.7437793109668109,0.015625
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,calibration,positive,16,64,16,21,8,16,8,1.0,1.0,0.0,,0.328125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,1.0,1.0,0.03333333333333333,15.420448686811659,0.6111111111111112,0.0,1.0,1.0,1.0,0.9666666666666667,0.9666666666666667
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,H_all,15,20,20,15,13,7,6,0.03333333333333333,0.9666666666666667,0.03333333333333333,17.08408015569051,0.7666666666666667,0.9230769230769231,0.07692307692307693,0.0,1.0,0.9666666666666667,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,1.0,0.0,12.779594039916992,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,H_keep,13,15,15,15,13,6,6,0.07692307692307693,0.9230769230769231,0.07692307692307693,17.700492492088905,1.0,0.9230769230769231,0.07692307692307693,,,0.9230769230769231,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,U_all,16,202,202,130,16,41,31,0.23036858974358976,0.22413003663003664,0.2945856227106227,10.273079024348068,0.6419986263736264,0.6673588564213564,0.33264114357864355,0.049107142857142856,0.7476190476190476,0.7054143772893773,0.02403846153846154
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.049107142857142856,0.10699404761904761,0.2523809523809524,10.143615326640152,0.0,,,0.049107142857142856,0.7476190476190476,0.7476190476190476,0.049107142857142856
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,U_keep,16,130,130,130,16,31,31,0.33264114357864355,0.2891233766233766,0.3159744769119769,10.300763376011993,1.0,0.6673588564213564,0.33264114357864355,,,0.6840255230880231,0.016666666666666666
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,1.0,1.0,0.0,,0.5,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,evaluation,source_style_confirmation,16,32,16,19,10,16,10,1.0,1.0,0.0,,0.59375,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,H_all,16,28,28,27,16,9,8,0.041666666666666664,0.9375,0.0625,16.477958291769028,0.9791666666666666,0.9479166666666666,0.05208333333333333,0.0,0.0,0.9375,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,H_keep,16,27,27,27,16,8,8,0.05208333333333333,0.9479166666666666,0.05208333333333333,16.642459352811176,1.0,0.9479166666666666,0.05208333333333333,,,0.9479166666666666,0.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,U_all,16,217,217,129,16,43,33,0.1617445054945055,0.19814560439560439,0.2616758241758242,10.657343716739298,0.5951236263736264,0.7307787698412699,0.2692212301587302,0.0234375,0.7330605158730159,0.7383241758241759,0.017857142857142856
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,U_base_wrong,16,88,88,0,0,22,0,0.0234375,0.1570188492063492,0.2669394841269841,10.621541249018813,0.0,,,0.0234375,0.7330605158730159,0.7330605158730159,0.0234375
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,U_keep,16,129,129,129,16,33,33,0.2692212301587302,0.23110119047619046,0.2562003968253968,10.724438865175323,1.0,0.7307787698412699,0.2692212301587302,,,0.7437996031746031,0.013020833333333332
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,fit,positive,16,64,16,18,6,16,6,1.0,1.0,0.0,,0.28125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,BE,BE_NATIVE_ROUTED,native,positive,16,16,16,0,0,16,0,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,H_all,15,21,21,20,15,7,6,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,H_keep,15,20,20,20,15,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,U_all,16,216,216,145,16,41,34,0.6727335164835165,0.28708791208791207,1.0,0.0,0.6727335164835165,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,U_base_wrong,16,71,71,0,0,20,0,0.0,0.209375,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,U_keep,16,145,145,145,16,34,34,1.0,0.33247429653679655,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,calibration,positive,16,64,16,21,8,16,8,0.328125,0.328125,1.0,,0.328125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,0.6111111111111112,0.6111111111111112,1.0,0.0,0.6111111111111112,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,H_all,15,20,20,15,13,7,6,0.7666666666666667,0.13333333333333333,1.0,0.0,0.7666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,H_keep,13,15,15,15,13,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,U_all,16,202,202,130,16,41,31,0.6419986263736264,0.2566964285714286,1.0,0.0,0.6419986263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.0,0.121875,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,U_keep,16,130,130,130,16,31,31,1.0,0.33909181096681096,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,0.5,0.5,1.0,,0.5,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,evaluation,source_style_confirmation,16,32,16,19,10,16,10,0.59375,0.59375,1.0,,0.59375,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,H_all,16,28,28,27,16,9,8,0.9791666666666666,0.0,1.0,0.0,0.9791666666666666,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,H_keep,16,27,27,27,16,8,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,U_all,16,217,217,129,16,43,33,0.5951236263736264,0.2657967032967033,1.0,0.0,0.5951236263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,U_base_wrong,16,88,88,0,0,22,0,0.0,0.22628968253968254,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,U_keep,16,129,129,129,16,33,33,1.0,0.32276785714285716,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,fit,positive,16,64,16,18,6,16,6,0.28125,0.28125,1.0,,0.28125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BASE,native,positive,16,16,16,0,0,16,0,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,H_all,15,21,21,20,15,7,6,0.3,0.6666666666666666,0.13333333333333333,0.1833787636210521,0.9666666666666667,0.6666666666666666,0.3333333333333333,0.0,1.0,0.9333333333333333,0.23333333333333334
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,0.0,0.008508589118719101,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,H_keep,15,20,20,20,15,6,6,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.18309514398376148,1.0,0.6666666666666666,0.3333333333333333,,,0.9,0.23333333333333334
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,U_all,16,216,216,145,16,41,34,0.6456043956043956,0.3276098901098901,0.7098214285714286,0.018849938813948208,0.6727335164835165,0.09341630591630591,0.9065836940836941,0.1109375,0.3098958333333333,0.7912087912087912,0.4725274725274725
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,U_base_wrong,16,71,71,0,0,20,0,0.1109375,0.22760416666666666,0.6901041666666666,0.027562046033294575,0.0,,,0.1109375,0.3098958333333333,0.9056547619047619,0.1109375
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,U_keep,16,145,145,145,16,34,34,0.9065836940836941,0.39465638528138525,0.7064393939393939,0.0077248600328324885,1.0,0.09341630591630591,0.9065836940836941,,,0.7437793109668109,0.650363005050505
NEW_CONFIRMATION,L16-W2_GROUP_CONSTRAINED,BE_ROUTE+L16-W2_GROUP_CONSTRAINED,calibration,positive,16,64,16,21,8,16,8,1.0,1.0,0.0,,0.328125,0.0,1.0,1.0,1.0,1.0,1.0
